draft_year,Pk,Tm,Player,College,Yrs,G,MP,PTS,Conference,Big Six Conference,age,ast,ast_per_g,blk,college_id,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,mp,mp_per_g,name,orb,pf,pts,pts_per_g,season,stl,tov,trb,trb_per_g
2011,21,POR,Nolan Smith,Duke,2.0,84.0,829.0,277.0,ACC,1,22.0,189.0,5.1,3.0,DUKE,260.0,57.0,.350,163.0,.458,568.0,187.0,.813,230.0,37.0,1259.0,34.0,Nolan Smith,44.0,72.0,764.0,20.6,2010-11,45.0,118.0,166.0,4.5
2011,22,DEN,Kenneth Faried,Morehead State University,8.0,478.0,11728.0,5430.0,,0,18.0,9.0,0.3,24.0,MOREHEAD,132.0,0.0,.000,3.0,.516,256.0,51.0,.580,88.0,30.0,0.0,0,Kenneth Faried,0.0,0.0,315.0,10.5,2007-08,37.0,48.0,241.0,8.0
2011,22,DEN,Kenneth Faried,Morehead State University,8.0,478.0,11728.0,5430.0,,0,19.0,52.0,1.4,68.0,MOREHEAD,194.0,2.0,.400,5.0,.556,349.0,109.0,.577,189.0,36.0,0.0,0,Kenneth Faried,0.0,0.0,499.0,13.9,2008-09,68.0,80.0,468.0,13.0
2011,22,DEN,Kenneth Faried,Morehead State University,8.0,478.0,11728.0,5430.0,,0,20.0,19.0,0.5,67.0,MOREHEAD,224.0,1.0,.250,4.0,.564,397.0,141.0,.595,237.0,35.0,1060.0,30.3,Kenneth Faried,148.0,115.0,590.0,16.9,2009-10,56.0,84.0,456.0,13.0
2011,22,DEN,Kenneth Faried,Morehead State University,8.0,478.0,11728.0,5430.0,,0,21.0,37.0,1.1,82.0,MOREHEAD,233.0,0.0,0,0.0,.623,374.0,139.0,.577,241.0,35.0,1216.0,34.7,Kenneth Faried,200.0,108.0,605.0,17.3,2010-11,67.0,92.0,508.0,14.5
2011,24,OKC,Reggie Jackson,Boston College,11.0,703.0,18001.0,9183.0,ACC,1,18.0,59.0,1.7,14.0,BOSTONCOLL,91.0,18.0,.273,66.0,.440,207.0,37.0,.685,54.0,34.0,0.0,0,Reggie Jackson,0.0,0.0,237.0,7.0,2008-09,28.0,42.0,111.0,3.3
2011,24,OKC,Reggie Jackson,Boston College,11.0,703.0,18001.0,9183.0,ACC,1,19.0,139.0,4.5,14.0,BOSTONCOLL,145.0,32.0,.291,110.0,.430,337.0,77.0,.733,105.0,31.0,934.0,30.1,Reggie Jackson,59.0,62.0,399.0,12.9,2009-10,19.0,80.0,176.0,5.7
2011,24,OKC,Reggie Jackson,Boston College,11.0,703.0,18001.0,9183.0,ACC,1,20.0,152.0,4.5,18.0,BOSTONCOLL,219.0,71.0,.420,169.0,.503,435.0,109.0,.796,137.0,34.0,1161.0,34.1,Reggie Jackson,35.0,58.0,618.0,18.2,2010-11,36.0,81.0,146.0,4.3
2011,25,BOS,MarShon Brooks,Providence,5.0,200.0,3456.0,1592.0,Big East,1,19.0,7.0,0.4,3.0,PROVIDENCE,21.0,5.0,.263,19.0,.382,55.0,15.0,.714,21.0,18.0,0.0,0,MarShon Brooks,0.0,0.0,62.0,3.4,2007-08,6.0,13.0,17.0,0.9
2011,25,BOS,MarShon Brooks,Providence,5.0,200.0,3456.0,1592.0,Big East,1,20.0,44.0,1.4,23.0,PROVIDENCE,122.0,40.0,.313,128.0,.437,279.0,54.0,.684,79.0,32.0,0.0,0,MarShon Brooks,0.0,0.0,338.0,10.6,2008-09,34.0,44.0,115.0,3.6
2011,25,BOS,MarShon Brooks,Providence,5.0,200.0,3456.0,1592.0,Big East,1,21.0,44.0,1.4,16.0,PROVIDENCE,168.0,46.0,.351,131.0,.467,360.0,59.0,.711,83.0,31.0,824.0,26.6,MarShon Brooks,55.0,72.0,441.0,14.2,2009-10,41.0,52.0,129.0,4.2
2011,25,BOS,MarShon Brooks,Providence,5.0,200.0,3456.0,1592.0,Big East,1,22.0,80.0,2.5,39.0,PROVIDENCE,276.0,67.0,.340,197.0,.483,571.0,169.0,.772,219.0,32.0,1168.0,36.5,MarShon Brooks,72.0,80.0,788.0,24.6,2010-11,48.0,98.0,225.0,7.0
2011,26,DAL,Jordan Hamilton,Texas,5.0,151.0,2100.0,890.0,Big 12,1,19.0,50.0,1.5,12.0,TEXAS,123.0,58.0,.365,159.0,.410,300.0,37.0,.578,64.0,34.0,676.0,19.9,Jordan Hamilton,34.0,43.0,341.0,10.0,2009-10,27.0,47.0,126.0,3.7
2011,26,DAL,Jordan Hamilton,Texas,5.0,151.0,2100.0,890.0,Big 12,1,20.0,76.0,2.1,23.0,TEXAS,243.0,90.0,.385,234.0,.440,552.0,95.0,.779,122.0,36.0,1159.0,32.2,Jordan Hamilton,72.0,64.0,671.0,18.6,2010-11,31.0,77.0,276.0,7.7
2011,27,NJN,JaJuan Johnson,Purdue,1.0,36.0,298.0,114.0,Big Ten,1,18.0,10.0,0.3,34.0,PURDUE,67.0,0.0,.000,2.0,.421,159.0,48.0,.649,74.0,34.0,0.0,0,JaJuan Johnson,0.0,0.0,182.0,5.4,2007-08,14.0,20.0,106.0,3.1
2011,27,NJN,JaJuan Johnson,Purdue,1.0,36.0,298.0,114.0,Big Ten,1,19.0,26.0,0.7,78.0,PURDUE,190.0,0.0,.000,3.0,.540,352.0,117.0,.736,159.0,37.0,0.0,0,JaJuan Johnson,0.0,0.0,497.0,13.4,2008-09,19.0,49.0,206.0,5.6
2011,27,NJN,JaJuan Johnson,Purdue,1.0,36.0,298.0,114.0,Big Ten,1,20.0,26.0,0.7,72.0,PURDUE,192.0,0.0,.000,4.0,.507,379.0,158.0,.718,220.0,35.0,1093.0,31.2,JaJuan Johnson,82.0,71.0,542.0,15.5,2009-10,30.0,63.0,250.0,7.1
2011,27,NJN,JaJuan Johnson,Purdue,1.0,36.0,298.0,114.0,Big Ten,1,21.0,33.0,1.0,79.0,PURDUE,257.0,15.0,.294,51.0,.494,520.0,169.0,.809,209.0,34.0,1203.0,35.4,JaJuan Johnson,82.0,53.0,698.0,20.5,2010-11,30.0,56.0,291.0,8.6
2011,28,CHI,Norris Cole,Cleveland State University,6.0,360.0,8018.0,2506.0,,0,19.0,28.0,0.8,0.0,CLEVST,54.0,10.0,.238,42.0,.380,142.0,49.0,.817,60.0,34.0,0.0,0,Norris Cole,0.0,0.0,167.0,4.9,2007-08,22.0,39.0,48.0,1.4
2011,28,CHI,Norris Cole,Cleveland State University,6.0,360.0,8018.0,2506.0,,0,20.0,90.0,2.4,5.0,CLEVST,187.0,40.0,.305,131.0,.453,413.0,78.0,.804,97.0,37.0,0.0,0,Norris Cole,0.0,0.0,492.0,13.3,2008-09,44.0,56.0,94.0,2.5
2011,28,CHI,Norris Cole,Cleveland State University,6.0,360.0,8018.0,2506.0,,0,21.0,146.0,4.4,3.0,CLEVST,185.0,38.0,.342,111.0,.432,428.0,131.0,.799,164.0,33.0,1127.0,34.2,Norris Cole,14.0,81.0,539.0,16.3,2009-10,61.0,91.0,91.0,2.8
2011,28,CHI,Norris Cole,Cleveland State University,6.0,360.0,8018.0,2506.0,,0,22.0,191.0,5.3,3.0,CLEVST,251.0,51.0,.342,149.0,.439,572.0,227.0,.853,266.0,36.0,1285.0,35.7,Norris Cole,27.0,87.0,780.0,21.7,2010-11,80.0,97.0,210.0,5.8
2011,29,SAS,Cory Joseph,Texas,11.0,728.0,16161.0,5161.0,Big 12,1,19.0,109.0,3.0,11.0,TEXAS,136.0,52.0,.413,126.0,.422,322.0,51.0,.699,73.0,36.0,1166.0,32.4,Cory Joseph,23.0,65.0,375.0,10.4,2010-11,37.0,54.0,128.0,3.6
2011,30,CHI,Jimmy Butler,Marquette,11.0,690.0,22864.0,12222.0,Big East,1,19.0,26.0,0.7,16.0,MARQUETTE,55.0,0.0,.000,4.0,.514,107.0,86.0,.768,112.0,35.0,0.0,0,Jimmy Butler,0.0,0.0,196.0,5.6,2008-09,17.0,17.0,138.0,3.9
2011,30,CHI,Jimmy Butler,Marquette,11.0,690.0,22864.0,12222.0,Big East,1,20.0,68.0,2.0,21.0,MARQUETTE,148.0,16.0,.500,32.0,.530,279.0,187.0,.766,244.0,34.0,1165.0,34.3,Jimmy Butler,82.0,68.0,499.0,14.7,2009-10,45.0,39.0,216.0,6.4
2011,30,CHI,Jimmy Butler,Marquette,11.0,690.0,22864.0,12222.0,Big East,1,21.0,86.0,2.3,13.0,MARQUETTE,187.0,20.0,.345,58.0,.490,382.0,188.0,.783,240.0,37.0,1282.0,34.6,Jimmy Butler,90.0,49.0,582.0,15.7,2010-11,53.0,54.0,225.0,6.1
2011,32,CLE,Justin Harper,Richmond,3.0,22.0,150.0,45.0,,0,18.0,4.0,0.1,6.0,RICHMOND,36.0,16.0,.372,43.0,.450,80.0,7.0,.412,17.0,29.0,0.0,0,Justin Harper,0.0,0.0,95.0,3.3,2007-08,6.0,13.0,39.0,1.3
2011,32,CLE,Justin Harper,Richmond,3.0,22.0,150.0,45.0,,0,19.0,20.0,0.6,30.0,RICHMOND,116.0,44.0,.336,131.0,.411,282.0,54.0,.675,80.0,36.0,0.0,0,Justin Harper,0.0,0.0,330.0,9.2,2008-09,20.0,55.0,167.0,4.6
2011,32,CLE,Justin Harper,Richmond,3.0,22.0,150.0,45.0,,0,20.0,35.0,1.0,31.0,RICHMOND,140.0,42.0,.344,122.0,.483,290.0,49.0,.681,72.0,35.0,874.0,25.0,Justin Harper,57.0,82.0,371.0,10.6,2009-10,27.0,48.0,189.0,5.4
2011,32,CLE,Justin Harper,Richmond,3.0,22.0,150.0,45.0,,0,21.0,43.0,1.2,46.0,RICHMOND,245.0,77.0,.448,172.0,.534,459.0,94.0,.797,118.0,37.0,1178.0,31.8,Justin Harper,62.0,82.0,661.0,17.9,2010-11,23.0,56.0,256.0,6.9
2011,33,DET,Kyle Singler,Duke,6.0,356.0,7794.0,2326.0,ACC,1,19.0,48.0,1.4,25.0,DUKE,159.0,51.0,.340,150.0,.457,348.0,82.0,.774,106.0,34.0,0.0,0,Kyle Singler,0.0,0.0,451.0,13.3,2007-08,36.0,75.0,198.0,5.8
2011,33,DET,Kyle Singler,Duke,6.0,356.0,7794.0,2326.0,ACC,1,20.0,89.0,2.4,38.0,DUKE,208.0,69.0,.383,180.0,.441,472.0,124.0,.713,174.0,37.0,0.0,0,Kyle Singler,0.0,0.0,609.0,16.5,2008-09,57.0,92.0,284.0,7.7
2011,33,DET,Kyle Singler,Duke,6.0,356.0,7794.0,2326.0,ACC,1,21.0,96.0,2.4,32.0,DUKE,228.0,85.0,.399,213.0,.415,550.0,166.0,.798,208.0,40.0,1436.0,35.9,Kyle Singler,90.0,86.0,707.0,17.7,2009-10,41.0,79.0,280.0,7.0
2011,33,DET,Kyle Singler,Duke,6.0,356.0,7794.0,2326.0,ACC,1,22.0,60.0,1.6,12.0,DUKE,219.0,62.0,.321,193.0,.430,509.0,125.0,.806,155.0,37.0,1286.0,34.8,Kyle Singler,88.0,98.0,625.0,16.9,2010-11,34.0,70.0,253.0,6.8
2011,34,WAS,Shelvin Mack,Butler,8.0,456.0,8392.0,2997.0,Big East,1,18.0,111.0,3.5,1.0,BUTLER,122.0,57.0,.326,175.0,.391,312.0,81.0,.757,107.0,32.0,0.0,0,Shelvin Mack,0.0,0.0,382.0,11.9,2008-09,36.0,67.0,142.0,4.4
2011,34,WAS,Shelvin Mack,Butler,8.0,456.0,8392.0,2997.0,Big East,1,19.0,115.0,3.0,5.0,BUTLER,192.0,72.0,.391,184.0,.454,423.0,80.0,.734,109.0,38.0,1173.0,30.9,Shelvin Mack,20.0,71.0,536.0,14.1,2009-10,52.0,79.0,142.0,3.7
2011,34,WAS,Shelvin Mack,Butler,8.0,456.0,8392.0,2997.0,Big East,1,20.0,131.0,3.4,3.0,BUTLER,201.0,87.0,.354,246.0,.408,493.0,120.0,.769,156.0,38.0,1219.0,32.1,Shelvin Mack,27.0,66.0,609.0,16.0,2010-11,30.0,93.0,170.0,4.5
2011,35,SAC,Tyler Honeycutt,UCLA,2.0,24.0,120.0,28.0,PAC-12,1,19.0,70.0,2.7,31.0,UCLA,69.0,10.0,.345,29.0,.496,139.0,39.0,.600,65.0,26.0,719.0,27.7,Tyler Honeycutt,53.0,60.0,187.0,7.2,2009-10,39.0,63.0,169.0,6.5
2011,35,SAC,Tyler Honeycutt,UCLA,2.0,24.0,120.0,28.0,PAC-12,1,20.0,93.0,2.8,67.0,UCLA,144.0,55.0,.362,152.0,.406,355.0,78.0,.736,106.0,33.0,1154.0,35.0,Tyler Honeycutt,50.0,52.0,421.0,12.8,2010-11,29.0,100.0,238.0,7.2
2011,36,NJN,Jordan Williams,Maryland,1.0,43.0,635.0,197.0,Big Ten,1,19.0,7.0,0.2,32.0,MARYLAND,126.0,0.0,0,0.0,.512,246.0,64.0,.529,121.0,33.0,817.0,24.8,Jordan Williams,94.0,90.0,316.0,9.6,2009-10,24.0,31.0,284.0,8.6
2011,36,NJN,Jordan Williams,Maryland,1.0,43.0,635.0,197.0,Big Ten,1,20.0,21.0,0.6,45.0,MARYLAND,213.0,0.0,0,0.0,.538,396.0,131.0,.575,228.0,33.0,1073.0,32.5,Jordan Williams,121.0,80.0,557.0,16.9,2010-11,23.0,53.0,388.0,11.8
2011,37,LAC,Trey Thompkins,Georgia,1.0,24.0,119.0,57.0,SEC,1,18.0,22.0,0.8,31.0,GEORGIA,134.0,33.0,.384,86.0,.434,309.0,53.0,.726,73.0,28.0,0.0,0,Trey Thompkins,0.0,0.0,354.0,12.6,2008-09,27.0,68.0,206.0,7.4
2011,37,LAC,Trey Thompkins,Georgia,1.0,24.0,119.0,57.0,SEC,1,19.0,60.0,1.9,36.0,GEORGIA,207.0,23.0,.377,61.0,.483,429.0,112.0,.762,147.0,31.0,962.0,31.0,Trey Thompkins,65.0,81.0,549.0,17.7,2009-10,30.0,91.0,258.0,8.3
2011,37,LAC,Trey Thompkins,Georgia,1.0,24.0,119.0,57.0,SEC,1,20.0,42.0,1.4,50.0,GEORGIA,194.0,23.0,.311,74.0,.481,403.0,82.0,.689,119.0,30.0,937.0,31.2,Trey Thompkins,56.0,67.0,493.0,16.4,2010-11,33.0,76.0,229.0,7.6
2011,38,HOU,Chandler Parsons,Florida,9.0,440.0,13246.0,5571.0,SEC,1,19.0,51.0,1.4,8.0,FLORIDA,103.0,35.0,.324,108.0,.472,218.0,52.0,.627,83.0,36.0,0.0,0,Chandler Parsons,0.0,0.0,293.0,8.1,2007-08,18.0,36.0,143.0,4.0
2011,38,HOU,Chandler Parsons,Florida,9.0,440.0,13246.0,5571.0,SEC,1,20.0,64.0,1.8,14.0,FLORIDA,128.0,37.0,.301,123.0,.460,278.0,39.0,.557,70.0,36.0,0.0,0,Chandler Parsons,0.0,0.0,332.0,9.2,2008-09,38.0,50.0,204.0,5.7
2011,38,HOU,Chandler Parsons,Florida,9.0,440.0,13246.0,5571.0,SEC,1,21.0,88.0,2.6,5.0,FLORIDA,141.0,38.0,.358,106.0,.493,286.0,100.0,.662,151.0,34.0,1054.0,31.0,Chandler Parsons,77.0,70.0,420.0,12.4,2009-10,39.0,67.0,233.0,6.9
2011,38,HOU,Chandler Parsons,Florida,9.0,440.0,13246.0,5571.0,SEC,1,22.0,136.0,3.8,15.0,FLORIDA,155.0,43.0,.368,117.0,.480,323.0,54.0,.557,97.0,36.0,1229.0,34.1,Chandler Parsons,74.0,67.0,407.0,11.3,2010-11,34.0,81.0,279.0,7.8
